smiles,m_1,p,m_2,o
Oc1ccccc1,[2H][H],[2H][H],[2H][H],[2H][H]
Nc1ccccc1O,[2H][H],[2H][H],[2H][H],[2H]N
Cc1ccccc1O,[2H][H],[2H][H],[2H][H],[2H]C
