smiles,Charge_O,Charge_next_O,Charge_o_1,Charge_m_1,Charge_p,Charge_m_2,Charge_o_2
COc1cc(C=NNC(S)=Nc2cccc(C)c2)ccc1O,-0.772279,0.378276,-0.247936,-0.218356,-0.04083,-0.267785,0.376952
CCCCCCCCCCCCCCCC(O)=NN=Cc1ccc(O)c(OC)c1,-0.770197,0.381312,-0.247993,-0.211282,-0.041835,-0.253207,0.375298
O=C(NN=Cc1ccc(O)cc1)C(=O)Nc1cccc(Cl)c1Cl,-0.754954,0.424331,-0.289521,-0.169646,-0.061576,-0.195282,-0.253574
COc1cc(C=NNC(S)=Nc2cccc(Cl)c2)ccc1O,-0.771178,0.380118,-0.248444,-0.217294,-0.04191,-0.263891,0.378477
CCOc1cc(C=NN=C(O)C(C)Oc2ccc(Br)cc2)ccc1O,-0.769066,0.380617,-0.248999,-0.208473,-0.045885,-0.251668,0.383257
CCCCCCCCCCCCCCCC(O)=NN=Cc1cc(OC)ccc1O,-0.804848,0.414355,-0.244844,-0.250474,0.408336,-0.25148,-0.103711
Cc1cccc(N=C(S)NN=Cc2ccccc2O)c1,-0.790319,0.434436,-0.259054,-0.171517,-0.237188,-0.194958,-0.117402
OC(CN=C(O)c1cccc(Br)c1)=NN=Cc1ccccc1O,-0.795479,0.437896,-0.2587,-0.166382,-0.238904,-0.182724,-0.133056
Oc1ccccc1C=NNC(S)=Nc1cccc(Cl)c1,-0.791963,0.43755,-0.257496,-0.170098,-0.236745,-0.193118,-0.118923
CCCCCCCCCCCCCCCC(O)=NN=Cc1ccccc1O,-0.798182,0.434767,-0.258603,-0.169226,-0.238328,-0.186521,-0.12753
COc1ccc(O)c(C=NNC(S)=Nc2ccccc2)c1,-0.797177,0.41646,-0.245427,-0.252036,0.408961,-0.26118,-0.092939
O=C(NCC(O)=NN=Cc1ccccc1O)c1ccc(F)cc1,-0.796401,0.436997,-0.258793,-0.167146,-0.238829,-0.183843,-0.131824
COc1ccc(O)c(C=NN=C(O)CN=C(O)c2ccccc2C)c1,-0.804633,0.415464,-0.24499,-0.249931,0.408242,-0.250604,-0.105204
COc1ccc(C(=O)NCC(O)=NN=Cc2cc(OC)ccc2O)cc1,-0.803425,0.416191,-0.244929,-0.248705,0.408563,-0.249296,-0.107417
CCOc1cc(C=NN=C(O)c2cccc3ccccc23)ccc1O,-0.770173,0.378864,-0.24831,-0.210824,-0.04233,-0.253433,0.38357
COc1ccc(O)c(C=NN=C(O)CNC(=O)c2ccc(C)cc2)c1,-0.803447,0.416156,-0.244927,-0.248671,0.408609,-0.24926,-0.107495
COc1ccc(O)c(C=NNC(S)=Nc2cccc(Cl)c2)c1,-0.799229,0.41766,-0.244107,-0.250681,0.409811,-0.259447,-0.094309
Cc1ccc(N=C(O)C(=O)NN=Cc2ccccc2O)cc1,-0.788503,0.442702,-0.260092,-0.169794,-0.238624,-0.191145,-0.126707
COc1ccc(O)c(C=NNC(S)=Nc2cccc(C)c2)c1,-0.797503,0.414738,-0.245828,-0.252186,0.408975,-0.261301,-0.092732
CCCCCCCCCCCCCC(O)=NN=Cc1cc(OC)ccc1O,-0.803249,0.416941,-0.242142,-0.215569,0.408065,-0.282818,-0.10698
COc1ccc(O)c(C=NNC(=O)C(O)=Nc2ccc(C)cc2)c1,-0.795848,0.423081,-0.246807,-0.25048,0.407849,-0.257378,-0.102349
CCOc1ccc(C(=O)NCC(O)=NN=Cc2ccccc2O)cc1,-0.796882,0.436741,-0.258852,-0.167576,-0.238804,-0.184261,-0.131139
O=C(NN=Cc1ccccc1O)C(=O)Nc1cccc2ccccc12,-0.787846,0.443993,-0.260165,-0.168422,-0.238945,-0.189258,-0.129686
OC(=NN=Cc1ccccc1O)c1ccccc1OCc1ccc(Cl)cc1,-0.797093,0.435696,-0.258863,-0.168143,-0.238802,-0.187637,-0.131111
COc1ccc(C(O)=NCC(O)=NN=Cc2ccccc2O)cc1OC,-0.795082,0.436741,-0.258344,-0.168284,-0.238232,-0.186611,-0.129752
Cc1ccccc1C(O)=NCC(O)=NN=Cc1ccccc1O,-0.797966,0.435885,-0.258773,-0.168646,-0.238556,-0.185567,-0.129041
COc1ccc(O)c(C=NN=C(O)CNC(=O)c2ccc(F)cc2)c1,-0.803,0.416332,-0.24482,-0.248249,0.408828,-0.248979,-0.108049
CCCCCCCCCCCCCC(O)=NCC(O)=NN=Cc1cc(OC)ccc1O,-0.803036,0.418118,-0.242462,-0.215052,0.407861,-0.282082,-0.108445
CCOc1ccc(C(=O)NCC(O)=NN=Cc2cc(OC)ccc2O)cc1,-0.803437,0.416175,-0.244936,-0.248736,0.408547,-0.249316,-0.107384
CC1CN=C(c2cccc(O)c2)N1,-0.764532,0.419443,-0.236951,-0.190603,-0.238063,-0.042384,-0.284776
Oc1ccc(C2=NCCCN2)cc1,-0.760568,0.420402,-0.292818,-0.164191,-0.088841,-0.201772,-0.253128
CCc1[nH]nc2c1C(c1ccc(O)cc1)C(C#N)=C(N)O2,-0.760982,0.409992,-0.244155,-0.209527,0.025616,-0.188407,-0.285711
OC(CCn1nnc2ccccc21)=NN=Cc1cccc(O)c1,-0.760077,0.413467,-0.278543,-0.185826,-0.209638,-0.006055,-0.266418
OC(CSc1nnc(SCc2ccccc2)s1)=NN=Cc1cccc(O)c1,-0.762524,0.408512,-0.277355,-0.187672,-0.208078,-0.016493,-0.270172
CC(=NN=C(O)CCn1nnc2ccccc21)c1ccc(O)cc1,-0.756497,0.423994,-0.253112,-0.195345,-0.07455,-0.160705,-0.290619
CC(=NN=C(O)CCn1nnc2ccccc21)c1cccc(O)c1,-0.818302,0.410345,-0.24019,-0.192204,-0.23997,-0.009975,-0.265248
CCOc1cc(C=NN=C(O)CCn2nnc3ccccc32)ccc1O,-0.769026,0.380452,-0.248931,-0.208583,-0.045499,-0.251592,0.382824
OC(CCn1c2c(c3ccccc31)CCCC2)=NN=Cc1ccccc1O,-0.797875,0.436756,-0.259122,-0.168277,-0.238816,-0.184139,-0.130225
OC(CN1CCN(Cc2ccccc2Cl)CC1)=NN=Cc1ccccc1O,-0.797374,0.435824,-0.258713,-0.168525,-0.238528,-0.185472,-0.129162
COc1cc(C=NN=C(O)CCn2nnc3ccccc32)ccc1O,-0.768193,0.383977,-0.248759,-0.208051,-0.045908,-0.250314,0.374642
OC(CCn1nnc2ccccc21)=NN=Cc1ccc(O)cc1,-0.753957,0.425084,-0.253904,-0.190535,-0.059789,-0.163032,-0.290239
CC(=NN=C(O)CCn1nnc2ccccc21)c1ccccc1O,-0.798427,0.435321,-0.261195,-0.168679,-0.237199,-0.191289,-0.14677
COc1cc(C(C)=NN=C(O)CCn2nnc3ccccc32)ccc1O,-0.770796,0.382993,-0.248301,-0.21358,-0.061454,-0.25001,0.376012
Cc1ccc(CSc2nnc(SCC(O)=NN=Cc3ccccc3O)s2)cc1,-0.796691,0.436025,-0.259284,-0.168252,-0.23883,-0.184818,-0.129717
OC(=NN=Cc1cc(Br)ccc1O)c1ccccn1,-0.792019,0.439752,-0.253842,-0.158151,-0.044435,-0.177837,-0.123103
CC(=NN=C(O)CSc1nnc(SCc2ccccc2)s1)c1ccccc1O,-0.796924,0.436642,-0.260802,-0.168456,-0.237058,-0.191686,-0.145941
OC(CSc1nnc(SCc2ccccc2)s1)=NN=Cc1ccccc1O,-0.796707,0.438517,-0.260318,-0.166314,-0.243049,-0.192628,-0.138707
OC(CSc1nnc(SCc2ccccc2)s1)=NN=Cc1ccc(O)cc1,-0.755066,0.425806,-0.257651,-0.196976,-0.066975,-0.162297,-0.291484
CCOc1cc(C=C(C#N)C(O)=NCc2ccco2)ccc1O,-0.762755,0.394455,-0.252611,-0.200418,-0.008442,-0.280577,0.377761
O=C1C(=Cc2ccc(O)cc2)SC(=S)N1CCc1ccccc1,-0.750459,0.431763,-0.252313,-0.188722,-0.01326,-0.189418,-0.294303
COc1ccc(N=C(O)C(=O)NN=Cc2ccccc2O)cc1,-0.78954,0.44251,-0.260152,-0.169881,-0.238539,-0.191224,-0.126612
COc1cccc(NC(=O)C(=O)NN=Cc2cc(OC)ccc2O)c1,-0.794992,0.424222,-0.246744,-0.248921,0.408064,-0.255491,-0.105373
Oc1ccc(Br)cc1C=NNC(S)=Nc1cccc(Cl)c1,-0.788649,0.44091,-0.253253,-0.159895,-0.042281,-0.186045,-0.112749
Cc1ccc(C(=O)NCC(O)=NN=Cc2ccccc2O)cc1,-0.797313,0.436854,-0.258978,-0.167674,-0.23888,-0.184262,-0.131238
CCc1ccc(N=C(O)C(=O)NN=Cc2cc(OC)ccc2O)cc1,-0.795838,0.423069,-0.246795,-0.250486,0.407871,-0.257379,-0.102372
COc1ccc(N=C(O)C(=O)NN=Cc2cc(OC)ccc2O)cc1,-0.796856,0.422909,-0.246884,-0.250588,0.40785,-0.257336,-0.102271
CCOc1cc(C=NN=C(O)Cc2cccc3ccccc23)ccc1O,-0.770575,0.378594,-0.248468,-0.211111,-0.042422,-0.253411,0.383581
CCCCCCCCCCCCCC(O)=NN=Cc1ccc(O)c(OC)c1,-0.770141,0.381395,-0.247994,-0.21124,-0.041797,-0.253079,0.375265
O=C(NN=Cc1cccc(OCc2ccccc2)c1)c1ccc(O)cc1,-0.75548,0.433738,-0.267107,-0.149049,-0.160565,-0.154185,-0.301053
COc1cccc(NC(=O)C(=O)NN=Cc2ccccc2O)c1,-0.787565,0.443998,-0.260146,-0.168396,-0.238914,-0.189326,-0.129618
COc1cc(C=NNC(S)=Nc2ccccc2)ccc1O,-0.772144,0.378644,-0.248044,-0.217944,-0.041123,-0.266296,0.376935
O=C(NN=Cc1cc(Br)ccc1O)C(=O)Nc1ccccc1Cl,-0.783539,0.447867,-0.255808,-0.158026,-0.0447,-0.181817,-0.124409
O=C(NN=Cc1ccc(O)cc1)C(=O)Nc1cc(Cl)ccc1Cl,-0.754834,0.424452,-0.253617,-0.195094,-0.061927,-0.1695,-0.289557
CCCCCCCCCCCCCC(O)=NCC(O)=NN=Cc1ccccc1O,-0.79803,0.435994,-0.258842,-0.168588,-0.238617,-0.185493,-0.129273
Cc1ccccc1C(O)=NCC(O)=NN=Cc1cc(Br)ccc1O,-0.794415,0.439326,-0.254031,-0.158376,-0.044474,-0.177585,-0.12398
O=C(NN=Cc1cc(Br)ccc1O)C(=O)Nc1cccc2ccccc12,-0.784322,0.447666,-0.255874,-0.158093,-0.04468,-0.181789,-0.12442
COc1cc(C=NNC(=O)C(=O)Nc2cccc3ccccc23)ccc1O,-0.76989,0.381626,-0.248499,-0.213909,-0.046615,-0.26049,0.377992
Oc1ccc(Br)cc1C=NNC(S)=Nc1ccccc1,-0.7866,0.439545,-0.254506,-0.161283,-0.042253,-0.187825,-0.111387
CCCCCCCCCCCCCC(O)=NN=Cc1cc(Br)ccc1O,-0.794394,0.438292,-0.253908,-0.158911,-0.044145,-0.178495,-0.122515
OC(CN=C(O)c1cccc(Br)c1)=NN=Cc1cc(Br)ccc1O,-0.791643,0.441184,-0.253693,-0.155909,-0.045596,-0.174826,-0.127834
CCc1ccc(N=C(O)C(=O)NN=Cc2ccc(O)c(OC)c2)cc1,-0.771075,0.379814,-0.247979,-0.216252,-0.04323,-0.262877,0.378448
COc1cccc(NC(=O)C(=O)NN=Cc2cc(Br)ccc2O)c1,-0.784089,0.447678,-0.25585,-0.158065,-0.044662,-0.181876,-0.12433
Cc1cccc(N=C(S)NN=Cc2cc(Br)ccc2O)c1,-0.786883,0.438258,-0.254896,-0.161477,-0.042242,-0.188034,-0.111154
CCCCCCCCCCCCCCCCCC(O)=NN=Cc1cc(Br)ccc1O,-0.816203,0.44177,-0.259848,-0.163276,-0.042568,-0.18131,-0.118434
O=C(NCC(O)=NN=Cc1cc(Br)ccc1O)c1ccc(F)cc1,-0.793431,0.44041,-0.254089,-0.156933,-0.045327,-0.175864,-0.126852
CCOc1ccc(C(=O)NCC(O)=NN=Cc2cc(Br)ccc2O)cc1,-0.793885,0.440163,-0.254192,-0.157473,-0.045094,-0.176337,-0.126112
COc1cc(C=NNC(=O)C(O)=Nc2ccc(C)cc2)ccc1O,-0.769092,0.381566,-0.247275,-0.215293,-0.041777,-0.260308,0.379198
COc1cccc(NC(=O)C(=O)NN=Cc2ccc(O)c(OC)c2)c1,-0.769852,0.381672,-0.248482,-0.214012,-0.046439,-0.260594,0.378125
CCCCc1ccc(NC(=O)CSc2ccccc2N=Cc2ccccc2O)cc1,-0.795935,0.452693,-0.267565,-0.163886,-0.247265,-0.18975,-0.159191
Cc1ccc(NC(=O)CSc2ccccc2NCc2ccccc2O)cc1,-0.834754,0.395749,-0.253909,-0.185429,-0.220336,-0.206274,-0.072836
Oc1ccccc1CNc1ccc(SCc2ccc(Cl)cc2Cl)cc1,-0.798297,0.404771,-0.247654,-0.184152,-0.225645,-0.205954,-0.085186
O=C(CSc1ccc(N=Cc2ccccc2O)cc1)Nc1ccc(Br)cc1,-0.792313,0.451224,-0.264042,-0.164329,-0.242636,-0.182053,-0.144049
COc1ccc(NC(=O)CSc2ccc(NCc3ccccc3O)cc2)cc1,-0.809923,0.406414,-0.247711,-0.18464,-0.223841,-0.206743,-0.079099
Cc1ccc(NC(=O)CSc2ccc(N=Cc3ccccc3O)cc2)cc1C,-0.792956,0.45086,-0.264152,-0.164746,-0.242642,-0.182464,-0.143524
COc1ccc(CNc2ccc(C3CCCCC3)cc2)c(O)c1,-0.801572,0.42554,-0.345412,0.458949,-0.27517,-0.190911,-0.109384
COc1ccc(CNc2ccc(C(C)C)cc2)c(O)c1,-0.801467,0.425543,-0.345368,0.458977,-0.275144,-0.190902,-0.1094
Oc1ccc(Br)cc1CNc1ccc(Oc2ccccc2)cc1,-0.797459,0.411009,-0.244998,-0.174153,-0.030405,-0.197791,-0.078964
CC(C)c1ccc(NCc2cc(Br)ccc2O)cc1,-0.797654,0.411269,-0.245271,-0.174408,-0.030352,-0.198032,-0.079109
Cc1ccnc(NCc2cc(Br)ccc2O)c1,-0.795784,0.411881,-0.244357,-0.174349,-0.02979,-0.19824,-0.075992
COc1ccc(CN=c2cc(C)o[nH]2)c(O)c1,-0.804153,0.436292,-0.347325,0.456642,-0.273464,-0.208942,-0.130965
COc1ccc(NCc2cc(Br)ccc2O)cc1,-0.802074,0.413549,-0.247064,-0.174552,-0.030316,-0.199473,-0.079507
COc1ccc(NCc2cc(Cl)ccc2O)cc1,-0.802427,0.411129,-0.244457,-0.166661,-0.158944,-0.189458,-0.077275
Cc1cc(NCc2cc(Cl)ccc2O)ccc1Br,-0.79569,0.407955,-0.241719,-0.166029,-0.159125,-0.187556,-0.07742
COC(=O)c1cc(Br)c(OC)cc1O,-0.784351,0.481353,-0.362865,0.512173,-0.1103,-0.125675,-0.273709
Cc1nnc(SCC(=O)O)n1N=Cc1ccc(O)cc1,-0.752202,0.431403,-0.293543,-0.157845,-0.090051,-0.189174,-0.258256
Cc1nnc(SCC(=O)O)n1N=Cc1cc(Br)ccc1O,-0.78403,0.460187,-0.259555,-0.150045,-0.050455,-0.173853,-0.158301
CCOc1cc(C=NN=C(S)Nc2ccc(OC)cc2)ccc1O,-0.771914,0.376347,-0.247063,-0.2143,-0.037396,-0.255426,0.383459
CCOc1cc(C=NN=C(O)c2ccccc2F)ccc1O,-0.770309,0.378981,-0.248715,-0.209753,-0.043191,-0.25286,0.383041
CCOc1cc(C=NN=C(O)CN=C(O)c2cccc(Cl)c2)ccc1O,-0.767722,0.382432,-0.249501,-0.207109,-0.047879,-0.249687,0.383527
CCOc1cc(C=NN=C(O)c2cnccn2)ccc1O,-0.76891,0.380615,-0.249207,-0.20857,-0.045471,-0.252095,0.383844
CCOc1cc(C=NNC(=O)c2ccc(Br)cc2)ccc1O,-0.77302,0.375742,-0.247912,-0.217001,-0.03909,-0.258685,0.383223
CCOc1cc(C=NN=C(O)Cc2ccccc2)ccc1O,-0.770761,0.378307,-0.248399,-0.211389,-0.04227,-0.253837,0.383504
CCCCCCCCCCCCCCCC(O)=NN=Cc1cc(Br)ccc1O,-0.794572,0.438281,-0.253892,-0.158959,-0.044116,-0.178516,-0.122559
CCCCCCCCCCCCCC(O)=NCC(O)=NN=Cc1cc(Br)ccc1O,-0.794338,0.4389,-0.253962,-0.158381,-0.04448,-0.177862,-0.123813
Cc1ccc(C(=O)NCC(O)=NN=Cc2cc(Br)ccc2O)cc1,-0.79381,0.44021,-0.254174,-0.157339,-0.04516,-0.176182,-0.126305
COc1ccc(C(=O)NCC(O)=NN=Cc2cc(Br)ccc2O)cc1,-0.793789,0.440195,-0.254185,-0.157434,-0.045112,-0.176298,-0.126184
CCCCCCCCCC(O)=NN=Cc1ccc(O)c(OCC)c1,-0.771016,0.377811,-0.248174,-0.211782,-0.041477,-0.254496,0.383442
CCOc1cc(C=NNS(=O)(=O)c2ccc(C)cc2)ccc1O,-0.772653,0.376481,-0.247276,-0.216525,-0.038916,-0.258487,0.384688
CCOc1cc(C=NN=C(O)COc2cc(C(C)C)ccc2C)ccc1O,-0.769534,0.380147,-0.249106,-0.209188,-0.04559,-0.252108,0.383481
CCOc1cc(C=NN=C(O)COc2ccc(Cl)cc2)ccc1O,-0.769292,0.380314,-0.249049,-0.208865,-0.045882,-0.251844,0.383335
CCOc1cc(C=NN=C(O)COc2ccccc2)ccc1O,-0.769977,0.379492,-0.248876,-0.209482,-0.044969,-0.252373,0.383205
CCOc1cc(C=NN=C(S)Nc2ccc(F)cc2)ccc1O,-0.770881,0.377668,-0.24746,-0.213057,-0.039585,-0.254322,0.383395
CCOc1cc(C=NN=C(O)COc2cccc3ccccc23)ccc1O,-0.769619,0.379909,-0.248905,-0.209183,-0.045164,-0.252108,0.383353
CCOc1cc(C=NN=C(O)c2ccc(Cl)c(Cl)c2)ccc1O,-0.768531,0.380945,-0.249005,-0.208464,-0.045111,-0.251781,0.383689
CCOc1cc(C=NNS(=O)(=O)c2ccccc2)ccc1O,-0.772303,0.376929,-0.24736,-0.216073,-0.039517,-0.25817,0.384722
CCOc1cc(C=NNC(=O)c2ccc(C)cc2)ccc1O,-0.771919,0.37112,-0.240475,-0.198616,-0.027399,-0.282822,0.377427
CCOc1cc(C=NNC(S)=NC2CCCCC2)ccc1O,-0.772312,0.375074,-0.245802,-0.220405,-0.032776,-0.27106,0.38474
CCOc1cc(C=NN=C(O)CNS(=O)(=O)c2ccccc2)ccc1O,-0.770094,0.379729,-0.24891,-0.209574,-0.044576,-0.251323,0.383539
CCOc1cc(C=NN=C(O)COc2ccc(C)cc2)ccc1O,-0.769625,0.380055,-0.249096,-0.209234,-0.045539,-0.252147,0.383464
CCOc1cc(C=NNC(=O)C(O)=Nc2ccc(Br)cc2)ccc1O,-0.770989,0.3775,-0.248492,-0.215817,-0.044266,-0.263516,0.386858
CCOc1cc(C=NN=C(O)COc2cccc(Cl)c2)ccc1O,-0.768843,0.381015,-0.249342,-0.208346,-0.04685,-0.251434,0.383507
CCOc1cc(C=NNS(=O)(=O)c2ccc(Cl)cc2)ccc1O,-0.771271,0.378113,-0.247498,-0.215122,-0.04051,-0.257486,0.384956
Cc1ccc(N=C(O)C(=O)NN=Cc2cc(Br)ccc2O)cc1,-0.793803,0.439709,-0.253692,-0.159965,-0.042288,-0.185029,-0.116183
CCCCOc1ccc(C(=O)NN=Cc2ccc(O)c(OCC)c2)cc1,-0.774707,0.373628,-0.247363,-0.218737,-0.036298,-0.260237,0.383031
CCOc1cc(C=NN=C(O)c2cccc(Br)c2)ccc1O,-0.769403,0.379892,-0.248734,-0.209395,-0.043769,-0.25257,0.383542
CCOc1cc(C=NN=C(O)COc2ccc(C(C)C)cc2)ccc1O,-0.770123,0.37935,-0.248828,-0.209626,-0.044761,-0.252469,0.383172
CCOc1cc(C=NNC(=O)c2ccc(Cl)cc2)ccc1O,-0.773026,0.375722,-0.247906,-0.217024,-0.039068,-0.258716,0.383224
CCOc1cc(C=NN=C(O)CN=C(O)c2cccc(C)c2)ccc1O,-0.768456,0.381509,-0.249258,-0.207848,-0.046792,-0.250316,0.383342
CCOc1cc(C=NNC(=O)C(O)=Nc2ccc(F)cc2)ccc1O,-0.770843,0.375458,-0.243861,-0.186628,-0.036199,-0.279154,0.374966
CCOc1cc(C=NN=C(O)COc2ccccc2C)ccc1O,-0.769449,0.380241,-0.249134,-0.209087,-0.045742,-0.252049,0.383485
CCOc1cc(C=NN=C(O)COc2ccc(F)cc2)ccc1O,-0.769547,0.380023,-0.248976,-0.209114,-0.045519,-0.252059,0.383305
CCOc1cc(C=NN=C(O)COc2cc(C)ccc2C(C)C)ccc1O,-0.769461,0.380248,-0.249126,-0.209087,-0.045721,-0.252041,0.383496
CCOc1cc(C=NN=C(O)COc2ccc3ccccc3c2)ccc1O,-0.769898,0.379601,-0.248897,-0.20938,-0.045066,-0.252265,0.383181
CCOc1ccc(C(=O)NN=Cc2ccc(O)c(OCC)c2)cc1,-0.771952,0.374209,-0.245452,-0.219492,-0.032684,-0.268119,0.386467
CCCCCCCCCC(O)=NCC(O)=NN=Cc1ccc(O)c(OCC)c1,-0.770395,0.378761,-0.248505,-0.211126,-0.042694,-0.253738,0.383784
CCCCCCCCC(O)=NN=Cc1ccc(O)c(OCC)c1,-0.77102,0.377816,-0.248171,-0.2118,-0.041415,-0.254484,0.383428
CCOc1cc(C=NN=C(O)c2cccc(OC)c2)ccc1O,-0.770368,0.378567,-0.248288,-0.210704,-0.041644,-0.253694,0.383535
CCCCCCCCCCCC(O)=NN=Cc1ccc(O)c(OCC)c1,-0.770968,0.377879,-0.24817,-0.211731,-0.041456,-0.254353,0.383415
C=CCc1ccccc1OCC(O)=NN=Cc1ccc(O)c(OCC)c1,-0.769348,0.380386,-0.249175,-0.208968,-0.045906,-0.251937,0.383532
CCOc1cc(C=NN=C(O)c2cccc(C)c2)ccc1O,-0.770797,0.377984,-0.248153,-0.211362,-0.040739,-0.254201,0.383605
CCOc1cc(C=NN=C(O)C(C)Oc2cccc(Cl)c2)ccc1O,-0.769433,0.380404,-0.249066,-0.2087,-0.045593,-0.251305,0.383388
CCOc1cc(C=NNC(=N)S)ccc1O,-0.771364,0.375543,-0.246014,-0.219218,-0.034121,-0.262115,0.387343
CCOc1cc(C=NN=C(O)COc2ccc(OC)cc2)ccc1O,-0.770191,0.379276,-0.248798,-0.20974,-0.044581,-0.252533,0.38323
CCOc1cc(C=NN=C(O)c2ccc(Cl)cc2Cl)ccc1O,-0.768762,0.381091,-0.249281,-0.207791,-0.04641,-0.251212,0.383171
CCCOc1ccc(C(=O)NN=Cc2ccc(O)c(OCC)c2)cc1,-0.774685,0.373653,-0.247369,-0.218719,-0.036338,-0.26022,0.383029
CCOc1cc(C=NN=C(O)CN=C(O)c2ccccc2Cl)ccc1O,-0.771047,0.378162,-0.248495,-0.211039,-0.042685,-0.253717,0.38336
CCOc1cc(C=NNC(=O)C(O)=Nc2ccc(Cl)cc2)ccc1O,-0.768399,0.376087,-0.241562,-0.191342,-0.037273,-0.278458,0.376981
CCc1ccc(N=C(O)C(=O)NN=Cc2cc(Br)ccc2O)cc1,-0.784927,0.446517,-0.255932,-0.159576,-0.043853,-0.183826,-0.121367
CCOc1cc(C=NNC(=N)O)ccc1O,-0.772348,0.374117,-0.245592,-0.220422,-0.032153,-0.26355,0.387595
CCCCOc1ccc(OCC(O)=NN=Cc2ccc(O)c(OCC)c2)cc1,-0.769715,0.379942,-0.249058,-0.209328,-0.045421,-0.252239,0.383448
C=CCOc1ccc(C(=O)NN=Cc2ccc(O)c(OCC)c2)cc1,-0.774586,0.373782,-0.247405,-0.218626,-0.036487,-0.260125,0.383043
CCCCCCCCCCCCCC(O)=NN=Cc1ccc(O)c(OCC)c1,-0.771025,0.377861,-0.248221,-0.211687,-0.041551,-0.254388,0.3834
CCOc1cc(C=NNC(S)=Nc2cccc(Cl)c2)ccc1O,-0.771928,0.376733,-0.248636,-0.217721,-0.041482,-0.265557,0.386729
CCOc1cc(C=NNC(S)=Nc2ccccc2)ccc1O,-0.772914,0.37522,-0.248175,-0.218431,-0.04052,-0.267887,0.384974
CCCCCCCCCCCCCCCC(O)=NN=Cc1ccc(O)c(OCC)c1,-0.771013,0.377864,-0.248207,-0.21171,-0.041486,-0.254403,0.383393
COc1cc(C=NN=C(O)CN=C(O)c2ccccc2C)ccc1O,-0.769717,0.382041,-0.248251,-0.210777,-0.042961,-0.252368,0.375504
COc1cc(C=NNC(=O)C(=O)Nc2cc(Cl)ccc2Cl)ccc1O,-0.769234,0.382474,-0.248757,-0.213203,-0.047744,-0.259919,0.378169
COc1cc(C=NNC(=O)C(=O)Nc2cccc(Cl)c2Cl)ccc1O,-0.769342,0.382308,-0.248725,-0.213418,-0.047447,-0.260091,0.378295
COc1cc(C=NN=C(O)c2ccc(OC)c(OC)c2)ccc1O,-0.769888,0.38156,-0.247866,-0.210789,-0.041029,-0.252883,0.375321
COc1cc(C=NNC(=O)C(=O)Nc2ccccc2C)ccc1O,-0.770063,0.38141,-0.248442,-0.214113,-0.046283,-0.260753,0.37801
COc1cc(C=NNC(=O)C(=O)Nc2ccccc2Cl)ccc1O,-0.769892,0.381701,-0.24858,-0.213929,-0.046674,-0.260554,0.378205
COc1cc(C=NN=C(O)CNC(=O)c2ccc(C)cc2)ccc1O,-0.768583,0.383624,-0.248709,-0.208542,-0.045682,-0.250564,0.374879
COc1cc(C=NNC(=O)C(=O)Nc2ccccc2OC)ccc1O,-0.770903,0.380384,-0.248187,-0.215031,-0.04492,-0.261558,0.377935
Oc1ccc(Br)cc1C=NN=c1[nH]n2cnnc2c2ccccc12,-0.7988,0.440819,-0.254844,-0.15808,-0.04472,-0.176721,-0.126567
CCOc1cc(C=NN=c2[nH]nc(Cl)c3ccccc23)ccc1O,-0.772309,0.375619,-0.247477,-0.213785,-0.036676,-0.256894,0.384022
Oc1ccc(C=NN=c2[nH]nc(Cl)c3ccccc23)cc1,-0.756953,0.420688,-0.252713,-0.195172,-0.050818,-0.167847,-0.288977
Oc1ccccc1C=NN=c1[nH]nc(Cl)c2ccccc12,-0.802397,0.434094,-0.258978,-0.171001,-0.237929,-0.188273,-0.12519
O=C1C(=Cc2cccs2)SC(=S)N1CCC(O)=Nc1ccccc1O,-0.790387,0.386597,-0.242734,-0.194984,-0.21981,-0.21099,0.168126
COc1cc(C=C2SC(=S)N(C(C)C(=O)O)C2=O)ccc1O,-0.762104,0.393396,-0.248321,-0.203609,0.003227,-0.27709,0.372949
O=C(O)CCN1C(=O)C(=Cc2cccc(O)c2)SC1=S,-0.756612,0.413721,-0.271645,-0.189709,-0.237164,0.038809,-0.263008
O=C(O)CCCCCN1C(=O)C(=Cc2cccc(O)c2)SC1=S,-0.84389,0.394913,-0.223834,-0.195607,-0.234785,0.0199,-0.311571
CSCCC(C(=O)O)N1C(=O)C(=Cc2cccc(O)c2)SC1=S,-0.756643,0.413696,-0.271555,-0.189781,-0.237084,0.038831,-0.263035
CCOc1cc(C=C2SC(=S)N(CCCC(=O)O)C2=O)ccc1O,-0.765339,0.387141,-0.248043,-0.207082,0.006911,-0.280619,0.38153
CCCC(C(=O)O)N1C(=O)C(=Cc2cccc(O)c2)SC1=S,-0.756566,0.413712,-0.271629,-0.189772,-0.237101,0.038928,-0.26297
CCOc1cc(C=C2SC(=S)N(C(C)C(=O)O)C2=O)ccc1O,-0.762939,0.390227,-0.248536,-0.204075,0.003666,-0.279488,0.3818
CC(C(=O)O)N1C(=O)C(=Cc2cccc(O)c2)SC1=S,-0.756442,0.413707,-0.271374,-0.189819,-0.236816,0.038557,-0.262726
CC(C(=O)O)N1C(=O)C(=Cc2ccc(O)cc2)SC1=S,-0.749008,0.433594,-0.294483,-0.187823,-0.015571,-0.187077,-0.252544
