smiles,Charge_O,Charge_next_O,Charge_o_1,Charge_m_1,Charge_p,Charge_m_2,Charge_o_2
Oc1ccccc1CNc1cccnc1,-0.798555,0.404882,-0.247776,-0.183991,-0.225727,-0.20584,-0.084942
CCCCNCC(=O)c1ccc(O)cc1,-0.752689,0.432609,-0.296115,-0.150685,-0.143213,-0.184619,-0.258719
CC(O)CC(=O)c1ccc(O)cc1,-0.751353,0.434911,-0.259409,-0.178773,-0.148684,-0.147522,-0.296903
CCCCN=C(O)Nc1ccc(O)cc1,-0.763766,0.402759,-0.237676,-0.217703,0.277754,-0.213617,-0.281585
CCN(CC)Cc1cc(N)ccc1O,-0.826733,0.380926,-0.230948,-0.23929,0.274223,-0.270263,-0.057342
Nc1ccc(C(=O)O)c(O)c1,-0.786989,0.481602,-0.33734,0.374589,-0.29211,-0.128786,-0.282124
Oc1ccccc1CN=c1ccc(Cl)c[nH]1,-0.804127,0.418764,-0.248829,-0.18763,-0.223132,-0.230409,-0.102253
Cc1ccnc(NCc2ccccc2O)c1,-0.799334,0.406484,-0.247749,-0.184522,-0.225426,-0.20656,-0.081407
Cc1cccnc1NCc1ccccc1O,-0.813845,0.40452,-0.248703,-0.185606,-0.224501,-0.208625,-0.077269
CCCCCCCCC(=O)c1ccc(O)cc1,-0.754332,0.430756,-0.258483,-0.184551,-0.143032,-0.152765,-0.2962
COc1ccc(O)c(N=Nc2nccs2)c1,-0.772673,0.418402,-0.247887,-0.243091,0.407331,-0.217158,0.197677
COc1ccc(N=Nc2nccs2)c(O)c1,-0.766056,0.460612,-0.36307,0.484303,-0.286369,-0.136191,0.159775
Nc1cccc(O)c1S(=O)(=O)O,-0.778989,0.513118,-0.295635,-0.134451,-0.295641,0.440144,-0.540239
O=C1c2ccccc2C(=O)N1c1ccc(O)cc1,-0.761229,0.416757,-0.295937,-0.173655,0.293558,-0.174859,-0.255819
O=C(Nc1ccc(O)cc1)c1ccc(Cl)cc1Cl,-0.765071,0.403098,-0.236324,-0.245143,0.329676,-0.216762,-0.280926
OC(=Nc1ccccc1O)c1ccc(Cl)cc1Cl,-0.778423,0.389306,-0.246826,-0.1903,-0.228382,-0.194264,0.193978
OC(=Nc1ccc(O)cc1)c1ccc(Cl)cc1,-0.762326,0.400717,-0.277728,-0.190628,0.188119,-0.256949,-0.233172
O=C(Nc1cccc(O)c1)c1ccc(Cl)cc1,-0.762952,0.439738,-0.263135,-0.172124,-0.292382,0.389995,-0.349515
O=C(Nc1ccc(O)cc1)c1ccccc1Cl,-0.766047,0.40195,-0.280832,-0.217657,0.3307,-0.24539,-0.236417
OC(=Nc1cccc(O)c1)c1ccccc1Cl,-0.76473,0.429635,-0.262032,-0.178129,-0.248552,0.258456,-0.318583
OC(=Nc1ccccc1O)c1ccccc1Cl,-0.779989,0.388533,-0.24746,-0.190755,-0.229028,-0.193201,0.198547
Cc1ccc(S(=O)(=O)NN=Cc2cc(Cl)ccc2O)cc1,-0.787817,0.440813,-0.25262,-0.15196,-0.171402,-0.173525,-0.117191
OCc1cc(Cl)ccc1O,-0.797461,0.409088,-0.2419,-0.166073,-0.157808,-0.188757,-0.055811
CCOC=C1SC(=S)N(c2ccc(O)cc2)C1=O,-0.758307,0.424908,-0.256434,-0.144753,0.263393,-0.148019,-0.297841
COc1cc(C=Nc2cccc(C(F)(F)F)c2)ccc1O,-0.768135,0.386105,-0.250811,-0.207723,-0.056392,-0.251742,0.375042
CCOc1cc(C=Nc2cccc(C(F)(F)F)c2)ccc1O,-0.768961,0.382559,-0.250972,-0.208259,-0.055901,-0.253077,0.383205
C=CCN=C(O)c1ccccc1O,-0.798767,0.450761,-0.269077,-0.162936,-0.245672,-0.158956,-0.204282
Oc1ccc(Br)cc1C=Nc1ccc(N2CCCCC2)cc1,-0.793659,0.450687,-0.259366,-0.158438,-0.045969,-0.179658,-0.131806
CCOc1cc(C=NN2C(=O)c3ccccc3C2=O)ccc1O,-0.772462,0.378225,-0.250445,-0.213666,-0.05151,-0.259186,0.383315
CCCCCCCCCCCCCCCCOc1ccc(O)cc1,-0.768135,0.389415,-0.268447,-0.236888,0.417502,-0.265997,-0.232413
OC(=NN=Cc1ccc(Cl)cc1Cl)c1cccc(O)c1,-0.762988,0.41475,-0.230218,-0.19666,-0.197802,-0.092219,-0.279097
COc1ccc(Br)cc1C=NN=C(O)c1cccc(O)c1,-0.764262,0.415132,-0.232467,-0.196099,-0.199775,-0.089475,-0.281196
Oc1ccccc1C=Nc1cccc(C(F)(F)F)c1,-0.79116,0.45203,-0.264116,-0.163553,-0.242908,-0.181094,-0.145553
CC1=CCC(C(C)Cc2ccc(O)cc2)CC1,-0.76414,0.404401,-0.282062,-0.210914,0.01809,-0.203214,-0.240896
COc1cc(C=Nc2cc(C)ccc2C)ccc1O,-0.770691,0.382654,-0.249839,-0.21115,-0.051653,-0.254448,0.374867
O=C1OC(c2ccccc2)=NC1=Cc1cc(Br)ccc1O,-0.823916,0.444596,-0.25786,-0.152732,-0.045843,-0.182822,-0.058351
COc1cc(C=NN2C(=O)c3ccccc3C2=O)ccc1O,-0.771781,0.3818,-0.25031,-0.21312,-0.052074,-0.257692,0.375222
O=C1c2ccccc2C(=O)N1N=Cc1cc(Br)ccc1O,-0.785601,0.451794,-0.258953,-0.157118,-0.046203,-0.181144,-0.130147
O=C1CSC(=S)N1c1cccc(O)c1,-0.759463,0.41638,-0.233553,-0.193657,-0.19504,0.305724,-0.257287
Oc1ccccc1N=Cc1ccc(F)cc1,-0.77892,0.394731,-0.248406,-0.185763,-0.230345,-0.199014,0.222798
N#CC(=Cc1c(O)cc(Cl)cc1Cl)C(=N)O,-0.747413,0.448534,-0.258885,-0.109935,-0.188618,-0.1368,-0.044924
COc1ccc(N=Cc2ccc(O)c(OC)c2)cc1,-0.77152,0.381287,-0.249269,-0.212735,-0.049014,-0.255428,0.37522
Cc1ccc(Cl)cc1NCc1ccccc1O,-0.799728,0.403746,-0.24766,-0.18397,-0.225684,-0.205922,-0.084546
Oc1ccccc1C=Nc1cc(Cl)ccc1Cl,-0.788681,0.454316,-0.26458,-0.161968,-0.24383,-0.177674,-0.150587
Cc1cccc(NCc2ccccc2O)c1,-0.800993,0.405619,-0.248684,-0.184541,-0.226128,-0.206519,-0.084812
CSc1ccc(NCc2ccccc2O)cc1,-0.799067,0.404801,-0.247829,-0.184199,-0.225666,-0.206101,-0.084976
Oc1ccccc1CNc1ccc(Cl)cc1,-0.798496,0.404989,-0.24771,-0.183993,-0.225673,-0.205905,-0.085237
Cc1ccc(NCc2ccccc2O)cc1Cl,-0.798997,0.405264,-0.247959,-0.184024,-0.225804,-0.205944,-0.08483
COc1cc(C=Nn2c(C)cc(C)c(C#N)c2=O)ccc1O,-0.765943,0.389428,-0.251843,-0.201639,-0.069518,-0.248176,0.37368
COc1ccc(NCc2ccccc2O)cc1,-0.802453,0.406347,-0.249208,-0.184485,-0.22639,-0.206527,-0.08463
Oc1ccccc1CNc1cccc(Cl)c1,-0.797967,0.404916,-0.24759,-0.183928,-0.225649,-0.205771,-0.08515
Oc1ccccc1C=Nc1ccc(Cl)cc1Cl,-0.789661,0.453769,-0.26466,-0.162231,-0.243733,-0.178124,-0.150601
Oc1ccccc1C=Nc1cccc(Cl)c1Cl,-0.789604,0.453795,-0.264683,-0.162301,-0.243775,-0.178147,-0.14976
CC(C)CCc1ccc(O)cc1,-0.763958,0.40422,-0.241969,-0.212296,0.020517,-0.203461,-0.280604
O=S(=O)(O)C(O)c1ccccc1O,-0.830109,0.42227,-0.274031,-0.176676,-0.218516,-0.165433,-0.076548
CCCCCCCCCCCCCCCC(=O)Nc1ccc(O)cc1,-0.766771,0.400039,-0.279236,-0.221703,0.333702,-0.244717,-0.235605
Oc1ccccc1C=NNc1ccccc1,-0.807013,0.422696,-0.255646,-0.17668,-0.233192,-0.200218,-0.107708
CCCCCCCCCCCC(=O)c1ccc(O)cc1,-0.754354,0.430723,-0.258486,-0.184571,-0.143024,-0.15278,-0.296166
CN(C)c1ccc(C=Nc2ccccc2O)cc1,-0.784345,0.389951,-0.248759,-0.190252,-0.228413,-0.205393,0.230908
Oc1ccccc1C=Nc1ccc(Cl)cc1,-0.791587,0.451388,-0.26399,-0.164245,-0.242717,-0.181967,-0.144127
Oc1ccc(NCn2c(S)nc3ccccc32)cc1,-0.764683,0.399082,-0.272694,-0.228347,0.265231,-0.219327,-0.234644
O=C(O)c1ccc(NCn2c(=S)oc3ccccc32)cc1O,-0.78868,0.478894,-0.3395,0.424766,-0.298913,-0.129201,-0.27761
O=C(O)c1cc(NCn2c(=S)oc3ccccc32)ccc1O,-0.785872,0.444321,-0.254467,-0.183789,0.254367,-0.213485,-0.23798
O=C(O)c1ccc(NCn2c(S)nc3ccccc32)cc1O,-0.785578,0.483078,-0.353432,0.433711,-0.304911,-0.125905,-0.278857
O=C(O)c1ccc(N2C(=O)C=CC2=O)cc1O,-0.78149,0.459899,-0.282394,0.378061,-0.243702,-0.154697,-0.251222
Oc1ccccc1C=Nc1ccccc1Cl,-0.791373,0.452858,-0.264823,-0.163366,-0.243716,-0.179142,-0.14912
Cc1cccc(N=Cc2ccccc2O)c1,-0.793784,0.450212,-0.264254,-0.165729,-0.242693,-0.183463,-0.142213
COc1cc(OC)c(N=Cc2ccccc2O)cc1Cl,-0.804334,0.443719,-0.262248,-0.166051,-0.240592,-0.18412,-0.141328
N=C(O)NC(Cc1ccc(O)cc1)C(=O)O,-0.761137,0.408368,-0.242777,-0.210702,0.011178,-0.206715,-0.281906
O=C1c2ccccc2C(=O)N1c1cccc(O)c1,-0.763963,0.419517,-0.245889,-0.191887,-0.224383,0.349044,-0.300903
O=S(=O)(O)c1ccc(O)c(C=Nc2ccccc2)c1,-0.779107,0.476215,-0.265494,-0.130257,-0.366101,-0.146798,-0.148498
OC(CCl)=Nc1ccccc1O,-0.77576,0.393441,-0.245537,-0.189107,-0.228058,-0.221762,0.18861
Oc1ccc(C(=S)N2CCOCC2)cc1,-0.755606,0.424692,-0.249172,-0.184111,-0.080097,-0.15916,-0.293652
CCCC(O)=NC(NC(S)=Nc1ccccc1O)C(Cl)(Cl)Cl,-0.779014,0.393585,-0.244063,-0.194219,-0.219753,-0.231297,0.168103
Oc1ccccc1OCc1nc2ccccc2s1,-0.775623,0.364887,-0.240131,-0.199011,-0.214438,-0.256351,0.369685
Oc1ccc(Br)cc1C=Nc1ccc(Cl)c2cccnc12,-0.79132,0.456216,-0.260801,-0.154394,-0.048979,-0.172255,-0.149021
Oc1ccccc1C=Nc1ccc(Cl)c2cccnc12,-0.7946,0.45244,-0.265639,-0.164291,-0.244184,-0.179479,-0.153988
Nc1ccc(Nc2ccc(O)cc2)c2ccc(S(=O)(=O)O)cc12,-0.768038,0.389846,-0.271448,-0.237345,0.288414,-0.238584,-0.228867
Oc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1,-0.755028,0.426536,-0.257199,-0.172975,0.204906,-0.16097,-0.295603
C=CCCCCCCCCC(=O)Oc1ccc(O)cc1,-0.763095,0.409153,-0.24451,-0.217054,0.361065,-0.190112,-0.288204
CC(=O)c1c(C)cc(C)cc1O,-0.784655,0.473901,-0.309306,0.105598,-0.304751,0.104841,-0.271072
CN(C)c1ccc(C(=O)O)c(O)c1,-0.788916,0.48385,-0.372876,0.465662,-0.313422,-0.129239,-0.2811
CCOC(=O)c1ccc(O)c(OC)c1,-0.768597,0.39258,-0.256505,-0.169495,-0.177134,-0.237621,0.363448
Oc1ccccc1C1CCCCC1,-0.77074,0.379563,-0.277237,-0.190237,-0.219706,-0.203143,-0.010347
COC(=O)C(N)Cc1ccc(O)cc1,-0.762652,0.408247,-0.241697,-0.199484,-0.008938,-0.211716,-0.284787
O=S(=O)(Nc1cccc(O)c1)c1ccccc1,-0.761199,0.429404,-0.254168,-0.178659,-0.264548,0.280825,-0.319066
COC(=O)C(C)(N)Cc1ccc(O)c(C)c1,-0.766095,0.38537,-0.271706,-0.222384,-0.013697,-0.243785,-0.003289
COc1cc(O)c(C(=O)c2ccccc2)cc1S(=O)(=O)O,-0.772088,0.495332,-0.357976,0.560087,-0.441101,-0.145266,-0.22886
CCOC(=O)C(Cc1ccc(O)cc1)N=C(O)CCl,-0.760929,0.406462,-0.285846,-0.202178,-0.008113,-0.215383,-0.243313
O=C(O)c1cc(N=Nc2ccccc2)ccc1O,-0.778359,0.469323,-0.273682,-0.148988,0.194907,-0.134467,-0.257124
N=C(O)C(Cc1ccc(O)cc1)N=C(O)CN,-0.759074,0.407887,-0.279948,-0.20791,-4.60E-05,-0.205367,-0.261282
CN(C)CCc1ccc(O)cc1,-0.763738,0.405227,-0.241744,-0.203242,0.005311,-0.205,-0.282165
COc1ccc(Cl)c(O)c1,-0.743072,0.475705,-0.344721,0.457933,-0.301489,-0.150522,-0.222725
N=C(O)C(Cc1ccc(O)cc1)N=C(O)c1ccccc1,-0.761867,0.408073,-0.283895,-0.19335,-0.007682,-0.217531,-0.246138
CC(O)=NC(Cc1ccc(O)cc1)C(O)=NN,-0.764636,0.405983,-0.244812,-0.209596,-0.001697,-0.188312,-0.286277
CC(N=C(O)C(N)Cc1ccc(O)cc1)C(=O)O,-0.762691,0.407032,-0.242889,-0.209988,-0.012063,-0.201368,-0.283363
COc1ccc(C(=O)c2ccc(Cl)cc2)c(O)c1,-0.783214,0.481665,-0.36687,0.489286,-0.290101,-0.163811,-0.23764
O=C(C=Cc1ccccc1)c1ccccc1O,-0.787304,0.457799,-0.265812,-0.158093,-0.248826,-0.166061,-0.211899
CSc1ccc(O)c(C(=O)O)c1,-0.778678,0.463728,-0.262177,-0.136815,-0.252302,-0.13018,-0.246647
Cc1ccccc1Nc1cccc(O)c1,-0.763719,0.442602,-0.275644,-0.165504,-0.296121,0.41362,-0.361265
Nc1cc(S(N)(=O)=O)ccc1O,-0.766764,0.438434,-0.253885,-0.155064,-0.348821,-0.153005,0.12069
CCCC(=O)c1ccc(O)cc1,-0.754257,0.43082,-0.296101,-0.152765,-0.143424,-0.184385,-0.258385
CCCCCCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,-0.785285,0.480762,-0.368802,0.497514,-0.294727,-0.162272,-0.238787
CCOc1ccc(C(=O)O)c(O)c1,-0.784548,0.479551,-0.367647,0.495893,-0.290798,-0.133426,-0.274387
Oc1ccc(Cl)cc1C1CCCCC1,-0.767159,0.381398,-0.270548,-0.172476,-0.152669,-0.183916,-0.002427
COC(=O)c1c(OC)cc(O)cc1OC,-0.760376,0.470397,-0.364962,0.513826,-0.229132,0.493955,-0.37472
CNCC(O)c1ccc(O)cc1,-0.764366,0.408895,-0.285858,-0.187685,-0.040572,-0.204008,-0.245675
O=Nc1ccc(O)c(Cl)c1,-0.745461,0.465979,-0.259839,-0.15034,0.108989,-0.124248,-0.23656
O=C(O)c1ccc(N=C(O)c2ccccc2)cc1O,-0.783434,0.483768,-0.36273,0.27856,-0.250309,-0.139876,-0.268737
CC(=O)c1cc(C(C)C)c(O)cc1C,-0.764416,0.415842,-0.331219,0.082487,-0.144509,-0.213533,-0.023195
Cc1cc(O)ccc1N,-0.772022,0.400588,-0.237392,-0.227516,0.233204,0.034846,-0.307673
CC(N)(Cc1cccc(O)c1)C(=O)O,-0.763762,0.425242,-0.25156,-0.181366,-0.257554,0.013097,-0.322074
COC(=O)C(C)(N)Cc1cccc(O)c1,-0.763421,0.421251,-0.290928,-0.176629,-0.255405,0.01866,-0.276535
CN1C2CCC1CC(OC(=O)c1ccccc1O)C2,-0.788226,0.455598,-0.266886,-0.157392,-0.247026,-0.147176,-0.259441
CN1C2CCC1CC(OC(=O)c1cccc(O)c1)C2,-0.763485,0.4119,-0.225591,-0.199432,-0.196738,-0.141513,-0.271313
CN1C2CCC1CC(OC(=O)c1ccc(O)cc1)C2,-0.754189,0.434369,-0.261946,-0.152376,-0.192574,-0.150413,-0.301955
Cc1nc2cc(N=Cc3ccccc3O)ccc2s1,-0.793435,0.45063,-0.264285,-0.165059,-0.242772,-0.182652,-0.143389
O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O,-0.781484,0.454056,-0.25546,-0.152299,-0.046369,-0.177434,-0.211157
OC(=Nc1cc(Cl)c(Cl)cc1Cl)c1ccccc1O,-0.788712,0.456371,-0.268001,-0.158475,-0.245419,-0.152429,-0.211479
Cc1cc(O)ccc1N=O,-0.748664,0.452456,-0.309638,-0.138133,0.087629,0.089569,-0.303892
Cc1cc(Nc2ccc(O)cc2)ccc1N,-0.769729,0.386532,-0.228596,-0.243757,0.341653,-0.243763,-0.271091
Cc1cc(O)c(N=Nc2ccccc2)cc1C,-0.795716,0.462063,-0.30484,0.067052,-0.005591,-0.199383,0.159083
Cc1cc(C(=O)c2ccccc2)ccc1O,-0.758145,0.406708,-0.286462,-0.164659,-0.128175,-0.220988,-0.023039
CCN(CC)Cc1cc(N=C(C)O)ccc1O,-0.82268,0.398897,-0.245332,-0.218572,0.219014,-0.234601,-0.070283
Cc1cc(O)c(Cl)c(C)c1Cl,-0.742628,0.481248,-0.321514,0.104392,-0.23321,0.116325,-0.254478
Cc1cc(C)n(N=Cc2ccccc2O)c(=O)c1C#N,-0.794025,0.449836,-0.263052,-0.161936,-0.242157,-0.177602,-0.155596
CNC(C)Cc1ccc(O)cc1,-0.76371,0.404943,-0.282817,-0.208182,0.009292,-0.203688,-0.241406
Cc1ccc(OC(=O)c2ccc(N)cc2O)cc1,-0.78801,0.481348,-0.337579,0.374468,-0.292457,-0.127108,-0.297111
COc1cc(C=C2C(O)=NC(=S)N=C2O)ccc1O,-0.754628,0.410303,-0.256501,-0.193253,-0.017895,-0.23883,0.363003
COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1,-0.785909,0.479651,-0.367347,0.487488,-0.291332,-0.162963,-0.237332
Oc1ccc(NCn2c(=S)sc3ccccc32)cc1,-0.765484,0.397588,-0.273794,-0.234326,0.265208,-0.221036,-0.234774
CC(N=C(O)COc1ccccc1O)C1CC2CCC1C2,-0.785016,0.361624,-0.238687,-0.200468,-0.213097,-0.25716,0.370271
Cc1ccc(O)c(Cc2ccccc2)c1,-0.777635,0.377786,-0.265797,-0.220532,0.032669,-0.228264,0.012251
O=C(c1ccccc1O)N1CCOCC1,-0.790075,0.44269,-0.261277,-0.164915,-0.241047,-0.18178,-0.204568
OC(=NNC(S)=Nc1ccccc1)c1ccccc1O,-0.793261,0.460882,-0.268401,-0.159485,-0.246216,-0.153039,-0.20598
OC(=NN=C1C2CC3CC(C2)CC1C3)c1ccccc1O,-0.789879,0.428523,-0.258909,-0.166446,-0.239373,-0.158457,-0.192794
O=C(O)C(Cc1ccc(O)cc1)c1ccccc1,-0.763081,0.408829,-0.285855,-0.206086,-0.012028,-0.202119,-0.243022
CC(OC(=O)c1ccccc1O)c1ccccc1,-0.78729,0.455919,-0.266666,-0.156963,-0.247256,-0.146797,-0.256526
Cc1c(Cl)cccc1N=Cc1ccccc1O,-0.791598,0.450506,-0.264075,-0.164283,-0.242988,-0.180925,-0.142403
Cc1cccc(C)c1N=C(O)c1ccccc1O,-0.796552,0.451538,-0.268278,-0.161899,-0.245085,-0.157901,-0.207105
CNC(C)COc1ccc(O)cc1,-0.767094,0.390868,-0.268631,-0.236831,0.419401,-0.263178,-0.232308
Cc1ccc(N=Cc2ccccc2O)cc1Cl,-0.792278,0.451321,-0.264176,-0.164397,-0.24278,-0.182066,-0.144112
COc1cc(C=Nc2ccc(Cl)cc2)ccc1O,-0.768793,0.385213,-0.250535,-0.208834,-0.05478,-0.252456,0.375258
COCc1ccc(O)cc1,-0.762135,0.409525,-0.244685,-0.207685,-0.048972,-0.187301,-0.283794
COc1ccccc1N=C(O)CC(=O)c1cccc(O)c1,-0.813946,0.407529,-0.232618,-0.196125,-0.1986,-0.083477,-0.302821
CCOC(=O)c1ccc(O)c(N=C(C)O)c1,-0.771004,0.41461,-0.260291,-0.163609,-0.186194,-0.189686,0.203386
CCCCCCCCCCCCCCCCCC(=O)Nc1ccc(O)cc1,-0.766759,0.400051,-0.279244,-0.221701,0.333696,-0.244715,-0.235604
CCCCCCCCCCCC(=O)Nc1ccc(O)cc1,-0.766818,0.400107,-0.279377,-0.221537,0.333062,-0.244775,-0.235692
CCCCCCCCC(=O)Nc1ccc(O)cc1,-0.766814,0.400103,-0.235682,-0.244792,0.333098,-0.221539,-0.27937
O=C(C=Cc1ccccc1O)c1ccccc1,-0.760716,0.378896,-0.244434,-0.17653,-0.228483,-0.183579,-0.030231
O=S(=O)(Nc1ccc(O)cc1)c1ccccc1,-0.760785,0.411733,-0.246074,-0.208315,0.207253,-0.174619,-0.290225
Oc1cc(CBr)cc(CBr)c1,-0.759062,0.425463,-0.287475,0.063785,-0.241922,0.064765,-0.257909
CCCCCCCCCCCCCCCC(=O)c1ccc(O)cc1,-0.754355,0.430718,-0.25848,-0.184574,-0.143024,-0.152787,-0.296163
CSc1ccc(N=Cc2ccccc2O)cc1,-0.793489,0.44991,-0.264004,-0.1657,-0.242414,-0.183694,-0.141676
OCN=C(O)c1ccccc1O,-0.79683,0.451705,-0.269136,-0.161472,-0.245889,-0.156904,-0.20723
Cc1ccc(Cl)cc1N=Cc1ccccc1O,-0.796355,0.449997,-0.263994,-0.164209,-0.242673,-0.181717,-0.145524
Cc1ccc(N=Cc2ccccc2O)cc1C,-0.794516,0.449694,-0.264264,-0.166208,-0.242527,-0.18414,-0.141338
C=COC(=O)c1ccccc1O,-0.783502,0.460502,-0.266345,-0.154848,-0.247188,-0.142303,-0.267782
NN=C(O)C(Cc1ccc(O)cc1)N=C(O)c1ccccc1,-0.764112,0.40792,-0.248025,-0.197746,-0.015013,-0.201561,-0.284522
CCCC(C)c1ccccc1O,-0.770367,0.382491,-0.276824,-0.190706,-0.218887,-0.204178,-0.016527
COC(=O)C(Cc1ccc(O)cc1)N=C(O)C(N)C(C)C,-0.763414,0.408541,-0.24412,-0.209308,0.002265,-0.18032,-0.287555
CCC(C)c1ccc(O)c(C(C)CC)c1,-0.772084,0.37372,-0.270226,-0.226314,0.035948,-0.230038,-0.008427
Cc1cc(O)c(N=Nc2ccc(C(=O)O)cc2)cc1C,-0.791207,0.468601,-0.306375,0.071127,-0.007063,-0.194964,0.155647
CCN(CC)C(=O)c1ccc(O)c(OC)c1,-0.772142,0.382278,-0.251338,-0.199568,-0.119496,-0.247804,0.367574
Nc1ccc(O)c(S(=O)(=O)O)c1,-0.785535,0.456939,-0.239503,-0.20157,0.274567,-0.203903,-0.409428
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,-0.788125,0.455522,-0.266801,-0.157558,-0.246931,-0.147383,-0.259113
Cc1cc(C(C)(C)CC(C)(C)C)ccc1O,-0.768859,0.383234,-0.272091,-0.232575,0.046886,-0.245626,-0.00389
C=CCc1cc(C)ccc1O,-0.790325,0.376024,-0.234426,-0.212736,0.034207,-0.253572,-0.023802
Oc1ccc(C2CCc3ccccc32)cc1,-0.763428,0.406677,-0.284788,-0.196667,0.018979,-0.215334,-0.244183
O=C(O)C(=Cc1ccc(O)cc1)c1ccccc1,-0.755034,0.427333,-0.254257,-0.193199,-0.022434,-0.179389,-0.297214
CC(C)(O)CCc1ccc(O)cc1,-0.765028,0.40364,-0.241728,-0.206662,0.012967,-0.205468,-0.282036
O=C(C=Cc1ccc(O)cc1)c1ccccc1,-0.754694,0.422023,-0.291557,-0.1922,-0.011075,-0.180839,-0.250146
CC(=O)C=Cc1ccc(O)cc1,-0.754653,0.421627,-0.249579,-0.181854,-0.011748,-0.193151,-0.291049
CCc1cc(O)c(Cl)c(C)c1Cl,-0.760899,0.465476,-0.278782,0.101006,-0.232738,0.123118,-0.27073
CCc1c(Cl)c(C)cc(O)c1Cl,-0.760652,0.467033,-0.282603,0.103969,-0.234339,0.122779,-0.268309
Oc1ccc(C2C=CCC2)cc1C1C=CCC1,-0.771888,0.38249,-0.271499,-0.225109,0.029913,-0.23319,-0.027343
Cc1cc(O)c(C)c(C)c1Cl,-0.771972,0.409501,-0.319247,0.096571,-0.231501,0.066819,-0.039887
N=C(S)NN=C(O)COc1ccccc1O,-0.769218,0.366114,-0.239247,-0.194727,-0.218572,-0.253995,0.343249
O=C(COc1ccccc1O)Nc1ccc(C(=O)O)cc1,-0.771464,0.37082,-0.239991,-0.195101,-0.217758,-0.244182,0.33192
COC(=O)C(Cc1ccc(O)c(OC)c1)N=C(O)c1ccccc1,-0.779619,0.361758,-0.236397,-0.227491,0.016767,-0.274988,0.371913
Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1,-0.761626,0.411036,-0.286798,-0.205536,0.383118,-0.196736,-0.246713
COc1ccc(C(=O)COc2ccccc2O)cc1,-0.804833,0.398613,-0.251216,-0.188536,-0.227581,-0.219847,0.282794
CCOc1cc(O)ccc1OC,-0.764197,0.415403,-0.292855,-0.216304,0.326817,0.391205,-0.29124
O=C(O)C(Cc1ccc(O)cc1)N=C(O)CCl,-0.762845,0.409436,-0.287362,-0.200205,-0.027068,-0.202416,-0.244427
O=C(O)c1ccc(N=Cc2ccccc2O)cc1,-0.790194,0.453431,-0.264395,-0.162916,-0.243294,-0.180154,-0.14692
OC(=NN=Cc1ccc(F)cc1)c1cc(Br)ccc1O,-0.783817,0.435434,-0.254594,-0.154154,-0.043387,-0.147088,-0.191274
COc1ccc(O)c(C=Nc2ccc(N=Nc3ccccc3)cc2)c1,-0.799182,0.432054,-0.25078,-0.244824,0.404281,-0.247768,-0.120233
O=C(O)c1ccc(N=Cc2cc(Br)ccc2O)cc1,-0.786657,0.456884,-0.259441,-0.152648,-0.049222,-0.172658,-0.142293
Oc1ccccc1C=Nc1ccc(N=Nc2ccccc2)cc1,-0.79182,0.451934,-0.264267,-0.164342,-0.242979,-0.181702,-0.144302
COc1ccc(C(=O)NN=Cc2ccccc2O)cc1,-0.790609,0.440086,-0.259919,-0.171925,-0.237986,-0.194022,-0.121886
COc1ccc(O)c(C=Nc2ccccc2C(=O)O)c1,-0.800483,0.43253,-0.252278,-0.244021,0.401406,-0.240347,-0.126702
COc1ccc(C(=O)NN=Cc2cc(OC)ccc2O)cc1,-0.797859,0.420709,-0.246841,-0.252877,0.407578,-0.260081,-0.097469
Oc1ccc(Cl)cc1C=Nc1cccc2cccnc12,-0.793702,0.453141,-0.258605,-0.148075,-0.177193,-0.163544,-0.144018
COc1ccc(C(=O)NN=Cc2cc(Cl)ccc2O)cc1,-0.787312,0.441951,-0.253445,-0.154267,-0.171425,-0.176774,-0.113643
COc1ccc(O)c(C=Nc2ccc(C(=O)O)cc2)c1,-0.797631,0.433485,-0.250824,-0.243134,0.404398,-0.246105,-0.123005
Oc1ccc(Br)cc1C=Nc1cccc2cccnc12,-0.793381,0.455336,-0.261065,-0.155712,-0.048431,-0.173515,-0.146962
O=C(CCl)c1ccc(O)cc1,-0.750423,0.435647,-0.261322,-0.167771,-0.147325,-0.148622,-0.296579
Oc1ccccc1C=Nc1ccc2ccccc2c1,-0.793042,0.450644,-0.26421,-0.165213,-0.242775,-0.182676,-0.143189
OCC(CO)(CO)N=Cc1ccccc1O,-0.805807,0.440458,-0.26281,-0.165689,-0.241652,-0.183615,-0.143519
O=C(O)C(N=Cc1ccccc1O)c1ccccc1,-0.792399,0.451788,-0.264487,-0.166115,-0.243372,-0.184965,-0.141386
COc1cc(C(OC)OC)ccc1O,-0.777654,0.370106,-0.244957,-0.19764,-0.111418,-0.272242,0.37253
COC(=O)C1=C(C)N=C(O)NC1c1ccc(OC)c(O)c1,-0.777652,0.368621,-0.258071,0.053602,-0.233906,-0.255768,0.365659
O=C(C=Cc1cccc(O)c1)c1ccccc1,-0.761267,0.416202,-0.279366,-0.184767,-0.23846,0.041071,-0.260905
