,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
100,0.1,0.26666666666666666,0.4666666666666667,0.5333333333333333,0.6,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.7,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667
200,0.1,0.26666666666666666,0.4666666666666667,0.5,0.6,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.7,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667
300,0.1,0.26666666666666666,0.4666666666666667,0.5,0.6,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.7,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667
400,0.1,0.26666666666666666,0.4666666666666667,0.5,0.6,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.7,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667
500,0.1,0.26666666666666666,0.4666666666666667,0.5,0.6,0.6333333333333333,0.6333333333333333,0.6666666666666666,0.7,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.7666666666666667
