smiles,HOMO
COc1ccc(C(=O)NN=Cc2cc(OC)ccc2O)cc1,-6.785978932
Oc1ccc(Cl)cc1C=Nc1cccc2cccnc12,-7.227075726
COc1ccc(C(=O)NN=Cc2cc(Cl)ccc2O)cc1,-7.32939059
COc1ccc(O)c(C=Nc2ccc(C(=O)O)cc2)c1,-7.093739866
Oc1ccc(Br)cc1C=Nc1cccc2cccnc12,-7.20829986
O=C(CCl)c1ccc(O)cc1,-8.128317294
Oc1ccccc1C=Nc1ccc2ccccc2c1,-7.169931786
OCC(CO)(CO)N=Cc1ccccc1O,-7.718241496
O=C(O)C(N=Cc1ccccc1O)c1ccccc1,-7.413201702
COc1cc(C(OC)OC)ccc1O,-7.151700148
COC(=O)C1=C(C)N=C(O)NC1c1ccc(OC)c(O)c1,-7.08040628
O=C(C=Cc1cccc(O)c1)c1ccccc1,-7.74300387
N#CCNc1ccc(O)cc1,-6.950063674
CCC1=NN(c2ccccc2)C(c2ccccc2O)C1,-7.05863716
O=C(O)CNc1ccc(O)c(S(=O)(=O)O)c1,-7.480141746
COC=Nc1ccc(N=Nc2cc(C)ccc2O)cc1,-7.005847044
OC(=NN=CC(Br)=Cc1ccccc1)c1cc(Br)ccc1O,-7.416739184
N#CCC(O)=NN=Cc1ccccc1O,-7.815658308
CCCCCCCSc1ccc(O)cc1,-7.6055863
C=CCCCCOc1ccc(O)cc1,-6.96747897
COc1ccc(C(=O)Oc2ccc(O)cc2)cc1,-7.421365122
O=C(Oc1ccc(O)cc1)c1ccccc1,-7.518781934
OC(=NN=Cc1ccc(O)cc1)c1cccnc1,-7.249389074
OC(=NN=Cc1ccccc1O)c1cccnc1,-7.509257944
CN(C(=O)c1ccccc1Br)c1ccc(O)cc1,-7.519054048
OC1=NC(=S)SC1=Cc1ccc(O)cc1,-7.169115444
OC1=NC(=S)SC1=Cc1ccccc1O,-7.214558482
Oc1ccc(C=Nn2c3ccccc3c3ccccc32)cc1,-6.595499132
Oc1ccccc1C=Nn1c2ccccc2c2ccccc21,-6.826523918
C=CCc1cc(C(C)(C)C)ccc1O,-7.24639582
O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1,-7.49538013
Oc1ccccc1C1CC(c2cccnc2)=NN1c1ccccc1,-7.076868798
Oc1cccc(C2CC(c3ccncc3)=NN2c2ccccc2)c1,-6.636588346
Cc1cc(C=CC(=O)c2ccncc2)ccc1O,-7.47633215
Oc1ccc(C=Nc2ccccn2)cc1,-7.235783374
Oc1ccc(Br)cc1C=Nc1ccccn1,-7.437691962
CCCCCCCCCCCCOc1ccc(O)cc1,-6.9525127
CCCCCCCCCCOc1ccc(O)cc1,-6.968295312
O=C(C=Cc1ccccc1O)c1ccncc1,-7.895115596
CCC(=O)c1ccc(O)c(CCl)c1,-8.118249076
O=C(C=Cc1ccccc1O)c1ccccn1,-7.527489582
O=C(C=Cc1cccc(O)c1)c1cccnc1,-7.872530134
O=C(C=Cc1cccnc1)c1ccc(O)cc1,-7.92395968
O=C(C=Cc1ccc(O)cc1)c1cccnc1,-7.535653002
O=C(C=Cc1ccc(O)cc1)c1ccncc1,-7.579191242
O=C(C=Cc1cccc(O)c1)c1ccncc1,-7.912803006
O=C(COc1ccccc1O)c1cccs1,-7.383269162
O=C1N=C(O)C(=Cc2ccccc2O)S1,-7.450753434
COc1cc(C2N(C)c3ccccc3N2C)ccc1O,-6.154946566
OC1=NC(=S)N=C(O)C1=Cc1cc(Br)ccc1O,-7.421365122
OC(=Nc1cccnc1)c1ccccc1O,-7.569939366
O=C(O)C(Cc1ccc(O)cc1)N=Cc1ccc2ccccc2c1,-7.369391348
COc1ccc(O)c(C=NCCc2c[nH]c3ccccc23)c1,-6.793870238
Cc1ccc(C(=O)Nc2cccc(O)c2)cc1,-7.291566744
Oc1ccc(C=Nc2cccc3ccccc23)cc1,-6.802577886
CSC(=N)NN=Cc1ccccc1O,-7.386806644
N=C(S)NN=Cc1ccccc1O,-7.488849394
Oc1ccccc1C(O)C(F)(F)F,-7.678784966
CCOC(=O)C(C#N)=Cc1ccc(O)cc1,-7.778106576
Oc1ccccc1C1(O)C2C3C4CC5C3C1C5C42,-7.723683776
CCOC(=O)C1=C(C)N=C(O)NC1c1ccc(O)cc1,-7.174829838
COC(=O)C1=C(C)N=C(O)NC1c1ccc(O)cc1,-7.184898056
Oc1ccc(Br)cc1C=Nc1cnc2ccccc2c1,-7.521775188
O=C(O)c1ccccc1N=Cc1ccccc1O,-7.437419848
OCC(CO)(CO)N=Cc1cc(Br)ccc1O,-7.627899648
O=C(O)c1ccc(N=Cc2cc(Cl)ccc2O)cc1,-7.673342686
CN1c2ccccc2N(C)C1c1cc(Br)ccc1O,-6.728290764
CN1c2ccccc2N(C)C1c1ccccc1O,-6.567199276
O=C1N=C(O)C(=Cc2ccc(O)cc2)C(O)=N1,-7.871169564
N#CC(=Cc1ccc(O)cc1)C(=O)c1ccccc1,-7.761779736
COc1ccc(O)c(C(=O)C=Cc2cc(Br)cc3c2OCOC3)c1,-7.0477526
COc1cc(CC(N=C(O)c2ccccc2)C(=O)O)ccc1O,-7.102447514
C=CCc1cc(OC)c(O)cc1C=O,-7.447215952
O=C1Nc2ccccc2C1=NN=C(O)c1cc(Br)ccc1O,-7.516605022
COc1ccc(C(O)C#N)cc1O,-7.473066782
COc1cc(C=O)c(Br)cc1O,-7.746813466
COc1cc(C(=O)CN)c(Br)cc1O,-7.770487384
N#CC(=Cc1ccc(O)cc1)C(=N)O,-7.749262492
CC(=O)c1c(O)cccc1OC1OC(CO)C(O)C(O)C1O,-7.58517775
CCOC(=O)C(=CNc1ccc(F)cc1O)C(=O)OCC,-7.582184496
CCOc1cc(C=NN=C(O)CC2C(C)=NN=C2O)ccc1O,-7.3062609
CC1=NN=C(O)C1CC(O)=NN=Cc1ccccc1O,-7.764500876
CC1=NN=C(O)C1CC(O)=NN=Cc1ccc(O)cc1,-7.550075044
CC1=NN=C(O)C1CC(O)=NN=Cc1cccc(O)c1,-7.833073604
Cn1c(SCC(O)=NN=Cc2cc(Br)ccc2O)nc2ccccc21,-7.223810358
Cn1c(SCC(O)=NN=Cc2ccc(O)cc2)nc2ccccc21,-7.07224286
CCOc1cc(C=NN=C(O)CSc2nc3ccccc3n2C)ccc1O,-7.046664144
CCC(=NN=C(O)CSc1nc2ccccc2n1C)c1ccc(O)cc1,-7.233062234
Cn1c(SCC(O)=NN=Cc2cccc(O)c2)nc2ccccc21,-7.100270602
Cn1c(SCC(O)=NN=Cc2ccccc2O)nc2ccccc21,-7.173741382
Oc1ccc(Br)cc1C=NN1CCN(c2ccccc2)CC1,-7.099182146
Oc1ccccc1C=NN1CCN(c2ccccc2)CC1,-6.960131892
Oc1cccc(C=NN2CCN(c3ccccc3)CC2)c1,-6.950335788
CCN(CC)c1ccc(C=NN2CCN(c3ccccc3)CC2)c(O)c1,-6.11440158
CCOc1cc(C=NN2CCN(c3ccccc3)CC2)ccc1O,-6.544069586
CC(=NNC(=O)c1cc(C)[nH]n1)c1ccccc1O,-6.954961726
CC(=NN=C(O)c1cc(C(C)(C)C)n[nH]1)c1ccccc1O,-7.361227928
COc1cc(C=NN=C(O)CSc2nc3ccccc3n2C)ccc1O,-7.060541958
CC(=NNC(=O)c1n[nH]c2c1CCC2)c1ccc(O)cc1,-6.83142197
Cc1nnc(C)n1N=Cc1cc(Br)ccc1O,-7.939198064
Oc1ccc(C=NN2CCN(c3ccccc3)CC2)cc1,-6.683664068
CCN(CC)c1ccc(C=NN2CCN(c3ccccn3)CC2)c(O)c1,-6.112768896
Cc1ccc(N2CCN(N=Cc3ccccc3O)CC2)cc1,-6.93618586
CCC(=NN1CCN(c2ccc(Cl)cc2)CC1)c1ccc(O)cc1,-6.988431748
CC(CC(O)=Nc1ccccc1)=NN=C(O)c1ccccc1O,-7.448848636
OC(CN=C(O)c1sc2ccccc2c1Cl)=NN=Cc1ccccc1O,-7.510618514
O=C(NN=Cc1cc2ccccc2nc1Cl)c1ccc(O)cc1,-7.68858107
OC(=NN=Cc1cc2ccccc2nc1Cl)c1ccccc1O,-7.452930346
OC(CN=C(O)c1sc2ccccc2c1Cl)=NN=Cc1ccc(O)cc1,-7.307077242
Cc1cccc(C(O)=NCC(O)=NN=Cc2cc(Br)ccc2O)c1,-7.748718264
OC(CN=C(O)c1cccc(Cl)c1)=NN=Cc1ccccc1O,-7.793617074
OC(CN=C(O)c1cccc(Cl)c1)=NN=Cc1cc(Br)ccc1O,-7.817563106
Cc1cccc(C(O)=NCC(O)=NN=Cc2ccccc2O)c1,-7.712527102
COc1cc(C(C)=NNC(=O)c2ccncc2)ccc1O,-7.02326234
COc1cc(C=NN=C(O)Cn2cnc3ccccc32)ccc1O,-7.354425078
CC(=NNC(=O)c1n[nH]c2c1CCC2)c1ccccc1O,-6.939179114
COc1ccc(C=NNC(=O)c2cc(C3CC3)[nH]n2)cc1O,-6.788972186
COc1cc(C=NNC(=O)c2cc(C(C)C)[nH]n2)ccc1O,-6.756046392
OC(=NN=Cc1ccc(O)cc1)c1ccc2nc[nH]c2c1,-6.95659441
CCOc1cc(C=NN=C(O)c2ccc3nc[nH]c3c2)ccc1O,-6.83686425
COc1cc(C=NN=C(O)c2ccc3nc[nH]c3c2)ccc1O,-6.858089142
OC(=NN=Cc1cc(Br)ccc1O)c1ccc2nc[nH]c2c1,-7.335921326
OC(=NN=Cc1cccc(O)c1)c1ccc2nc[nH]c2c1,-7.147346324
CCOc1cc(C=C(C#N)C(=N)S)ccc1O,-7.397691204
NN=C(O)C(=Cc1ccccc1O)N=C(O)c1ccccc1,-6.820809524
O=c1[nH]c2ccccc2nc1Cc1cccc(O)c1,-7.410208448
NN=C(c1nc2ccc(Cl)cc2[nH]c1=O)C(O)c1ccccc1O,-7.226531498
CC1(C)CC(=O)C2=C(C1)N=C(O)NC2c1ccc(O)cc1,-7.237143944
COc1cc(C2C(C#N)=C(C)NC(C)=C2C#N)cc(O)c1OC,-7.453746688
COc1cc(C2C(C#N)=C(C)NC(C)=C2C#N)ccc1O,-7.168299102
COc1ccc(C(=O)C(=O)Nc2ccccc2)c(O)c1,-7.648036084
COc1ccc(C(=O)C(=O)O)c(O)c1,-7.864910942
CCOc1cc(C=NOCc2ccco2)ccc1O,-7.036595926
COc1cc(C=NN=C(O)CN=C(O)c2cccc(C)c2)ccc1O,-7.311431066
OC(CN=C(O)c1cccc(Cl)c1)=NN=Cc1ccc(O)cc1,-7.609395896
O=C(NN=Cc1ccccc1O)C(O)=Nc1ccc(F)cc1,-7.451569776
COc1cc(C=NN=C(O)CN=C(O)c2cccc(Cl)c2)ccc1O,-7.386262416
COc1cc(C=NNC(=O)C(O)=Nc2ccc(F)cc2)ccc1O,-7.107345566
Cc1cccc(C(O)=NCC(O)=NN=Cc2ccc(O)cc2)c1,-7.523407872
O=C(NN=Cc1cc(Br)ccc1O)C(O)=Nc1ccc(F)cc1,-7.525584784
O=C(NN=Cc1cc(Cl)ccc1O)C(O)=Nc1ccc(F)cc1,-7.554973096
COc1ccc(O)c(C=NNC(=O)C(O)=Nc2ccc(F)cc2)c1,-7.00285379
O=C(NN=Cc1ccc(O)cc1)C(O)=Nc1ccc(F)cc1,-7.511979084
OC(CN=C(O)c1cccc(Cl)c1)=NN=Cc1cc(Cl)ccc1O,-7.86817631
Cc1cccc(C(O)=NCC(O)=NN=Cc2cc(Cl)ccc2O)c1,-7.795249758
Oc1ccc(C=NNC(S)=NC2CCCCC2)cc1,-7.055099678
Oc1ccccc1C=NNC(S)=NC1CCCCC1,-7.29673691
COc1ccc(O)c(C=NNC(S)=NC2CCCCC2)c1,-6.971832794
Oc1ccc(Cl)cc1C=NNC(S)=NC1CCCCC1,-7.4423179
COc1cc(C=NNC(S)=NC2CCCCC2)ccc1O,-6.91713788
Oc1ccc(Br)cc1C=NNC(S)=NC1CCCCC1,-7.420820894
OC(=NN=Cc1cc(Cl)ccc1O)c1sc2ccccc2c1Cl,-7.407759422
OC(=NN=Cc1cc(Cl)ccc1O)c1cnccn1,-7.68858107
OC(=NN=Cc1ccc(O)cc1)c1sc2ccccc2c1Cl,-7.05319488
OC(=NN=Cc1cc(Br)ccc1O)c1sc2ccccc2c1Cl,-7.396874862
Cc1nnsc1C(O)=NN=Cc1cc(Br)ccc1O,-7.778922918
COc1ccc2c(Cl)c(C(O)=NN=Cc3ccc(O)cc3)sc2c1,-6.859449712
Cc1nnsc1C(O)=NN=Cc1cc(Cl)ccc1O,-7.817563106
Cc1nnsc1C(O)=NN=Cc1ccc(O)cc1,-7.459733196
Cc1ccc(N=C(O)CCC(O)=NN=Cc2cccc(O)c2)c(C)c1,-7.05047374
Cc1ccc(NC(=O)CCC(O)=NN=Cc2cc(Cl)ccc2O)cc1C,-7.113332074
CCOC(=O)c1ccc(N=Cc2ccc(O)c(OC)c2)cc1,-7.215646938
CN=C(O)NN=C(O)c1cc(Cl)ccc1O,-7.733207766
OC(=NN=Cc1cccs1)c1ccc(Br)cc1O,-7.320682942
OC(=NN=Cc1ccncc1)c1ccc(Br)cc1O,-7.731575082
Cc1cc(C)n(CC(O)=NN=Cc2ccc(O)c(Br)c2)n1,-7.595790196
CCCc1[nH]nc2c1C(c1ccc(O)cc1)C(C#N)=C(N)O2,-7.297825366
CCc1nnc(S)n1N=Cc1ccc(O)cc1,-7.719057838
Oc1ccccc1C=NN1CCN(Cc2ccc(Cl)cc2)CC1,-6.94570985
CC(=NNC(=O)c1cccs1)c1ccc(O)cc1,-7.067616922
CCC(=NN=C(O)Cc1cccs1)c1ccc(O)cc1,-7.241225654
CC(=NN=C(O)Cc1cccn1C)c1ccc(O)cc1,-6.88584477
Cn1cccc1CC(O)=NN=Cc1ccc(O)cc1,-6.864347764
CC(=NN1CCN(Cc2ccc(Cl)cc2)CC1)c1ccccc1O,-7.237960286
CC(=NN=C(O)Cc1cccn1C)c1ccccc1O,-7.009112412
CCOc1cc(C=NN2CCN(Cc3ccc(Cl)cc3)CC2)ccc1O,-6.528559088
COc1cc(C=NN2CCN(Cc3ccc(Cl)cc3)CC2)ccc1O,-6.547607068
COc1cc(C(C)=NN=C(O)Cc2cccs2)ccc1O,-7.080134166
COc1cc(C(C)=NNC(=O)c2n[nH]c3c2CCCC3)ccc1O,-6.665160316
Oc1ccc(C=NN2CCN(Cc3ccc(Cl)cc3)CC2)cc1,-6.66407186
CC(=NN=C(O)Cc1cccs1)c1ccccc1O,-7.422453578
Oc1cccc(C=NN2CCN(Cc3ccc(Cl)cc3)CC2)c1,-6.932376264
OC1=NC(=NN=Cc2ccc(O)cc2)SC1Cc1ccc(Cl)cc1,-6.964213602
COc1cc(C=C(C#N)C(O)=NCC2CCCO2)ccc1O,-7.120407038
N#CC(=Cc1ccc(O)cc1)C(O)=NCc1cccnc1,-7.70626848
N#CC(=Cc1ccc(O)cc1)C(O)=NCC1CCCO1,-7.356874104
COc1cc(C=C(C#N)C(O)=NCCN2CCOCC2)ccc1O,-7.0477526
COc1cc(C=C(C#N)C(O)=NC(C)c2ccccc2)ccc1O,-7.38653453
CCOc1cc(C=C(C#N)C(O)=NCCN2CCOCC2)ccc1O,-7.028160392
CCOc1cc(C=C(C#N)C(O)=NCc2cccnc2)ccc1O,-7.40966422
CCOc1cc(C=Nn2c(S)nnc2COc2ccccc2)ccc1O,-7.425446832
Oc1ccc(C=Nn2c(S)nnc2COc2ccccc2)cc1,-7.69266278
COc1cc(C=Nn2c(S)nnc2COc2ccccc2)ccc1O,-7.480685974
Oc1ccccc1C=Nn1c(S)nnc1COc1ccccc1,-7.873074362
Oc1ccc(Br)cc1C=Nn1c(S)nnc1COc1ccccc1,-7.871169564
CCOc1cc(C=Nn2c(S)nnc2C2CCCCC2)ccc1O,-7.504087778
Oc1ccc(C=Nn2c(S)nnc2C2CCCCC2)cc1,-7.68994164
COc1cc(C=Nn2c(S)nnc2C2CCCCC2)ccc1O,-7.532931862
Oc1ccccc1C=Nn1c(S)nnc1C1CCCCC1,-7.856475408
CCN(CC)c1ccc(C=Nn2c(S)nnc2C2CCCCC2)c(O)c1,-6.983261582
Oc1ccc(Br)cc1C=Nn1c(S)nnc1C1CCCCC1,-7.912803006
Oc1cccc(C=Nn2c(S)nnc2C2CCCCC2)c1,-7.757153798
Cc1nc2sc3c(c2c(=O)n1N=Cc1ccccc1O)CCCC3,-7.14979535
Cc1nc(NN=Cc2ccccc2O)c2c3c(sc2n1)CCCC3,-7.009112412
Oc1ccccc1C=NNc1ncnc2sc3c(c12)CCCC3,-7.080950508
COc1cc(C=Nn2c(C)nc3sc4c(c3c2=O)CCCC4)ccc1O,-6.944893508
CCc1nc(NN=Cc2ccccc2O)c2c3c(sc2n1)CCCC3,-7.004486474
COc1cc(C=NNc2nc(C)nc3sc4c(c23)CCC4)ccc1O,-6.634683548
Cc1nc(NN=Cc2ccccc2O)c2c3c(sc2n1)CCC3,-6.937002202
CC(Cn1nnc2ccccc21)=NN=C(O)c1cc(Br)ccc1O,-7.763956648
CC(Cn1nnc2ccccc21)=NN=C(O)c1cc(Cl)ccc1O,-7.81239294
CC(Cn1nnc2ccccc21)=NN=C(O)c1ccccc1O,-7.734568336
OC(=Nc1cccc(C(F)(F)F)c1)Nc1ccccc1O,-7.336737668
OC(=Nc1cccc(C(F)(F)F)c1)Nc1ccc(O)cc1,-7.39197681
OC(Cc1cccs1)=NN=Cc1ccccc1O,-7.538102028
COc1cc(C(C)=NN=C(O)c2ccoc2C)ccc1O,-6.83414311
CCOc1cc(C=NN=C(O)Cc2cccs2)ccc1O,-7.09809369
OC(Cc1cccs1)=NN=Cc1ccc(O)cc1,-7.314968548
CC(=NNC(=O)c1n[nH]c2c1CCCC2)c1ccc(O)cc1,-6.822714322
CC(=NNC(=O)c1n[nH]c2c1CCCC2)c1ccccc1O,-6.932376264
CC(=NNC(=O)c1n[nH]c2c1CCCC2)c1cccc(O)c1,-7.14707421
CCOc1cc(C=NNC(=O)c2cc(C3CC3)[nH]n2)ccc1O,-6.73618207
CC1=NN=C(O)C1CCC(O)=NN=Cc1ccccc1O,-7.689125298
O=C(NN=Cc1cccc(O)c1)c1cc(C2CC2)[nH]n1,-7.245579478
COc1cc(C(C)=NNC(=O)c2cc(C3CC3)[nH]n2)ccc1O,-6.682847726
CC(=NNC(=O)c1cc(C2CC2)[nH]n1)c1ccccc1O,-6.951968472
CC(=NNC(=O)c1cc(C2CC2)[nH]n1)c1cccc(O)c1,-7.170476014
CC(=NNC(=O)c1cc(C2CC2)[nH]n1)c1ccc(O)cc1,-6.843939214
O=C(NN=Cc1cc(Br)ccc1O)c1cc(C2CC2)[nH]n1,-7.200952782
CC1=NN=C(O)C1CCC(O)=NN=Cc1ccc(O)cc1,-7.51442811
OC(=Nc1cccc2ccccc12)Nc1ccccc1O,-6.775910714
Cc1ccc(O)c(N=C(O)c2ccccc2F)c1,-6.984077924
OC(=Nc1ccccc1O)c1ccccc1F,-7.155509744
COc1ccc(C(=O)Nc2cc(C)ccc2O)cc1,-7.017275832
CCCCCCCCCCCCCC(O)=Nc1cc(C)ccc1O,-6.971288566
O=C(NCC(O)=NN=Cc1cccc(O)c1)c1ccc(Cl)cc1,-7.834706288
O=C(NCC(O)=NN=Cc1ccc(O)cc1)c1ccc(Cl)cc1,-7.554973096
O=C(O)COc1ccc(C=NNC(=O)c2ccc(O)cc2)cc1,-7.136461764
O=C(NCC(O)=NN=Cc1cc(Cl)ccc1O)c1ccc(Cl)cc1,-7.780555602
Cc1ccc(NC(=O)C(=O)NN=Cc2cc(Br)ccc2O)cc1Cl,-7.593885398
O=C(NCC(O)=NN=Cc1cc(Br)ccc1O)c1ccc(Cl)cc1,-7.73347988
Cc1ccc(NC(=O)C(=O)NN=Cc2ccc(O)cc2)cc1Cl,-7.417011298
COc1cc(C=NN=C(O)CNC(=O)c2ccc(Cl)cc2)ccc1O,-7.340819378
Cc1cccc(NC(=O)C(=O)NN=Cc2cc(Cl)ccc2O)c1,-7.583272952
Cc1cccc(NC(=O)C(=O)NN=Cc2cccc(O)c2)c1,-7.668716748
COc1cc(C=NNC(=O)C(=O)Nc2cccc(C)c2)ccc1O,-7.137005992
Cc1cccc(NC(=O)C(=O)NN=Cc2cc(Br)ccc2O)c1,-7.544632764
Cc1cccc(NC(=O)C(=O)NN=Cc2ccc(O)cc2)c1,-7.35660199
Cc1c(Cl)cccc1NC(=O)C(=O)NN=Cc1cc(Cl)ccc1O,-7.660281214
COc1cc(C=NNC(=O)C(=O)Nc2cccc(Cl)c2C)ccc1O,-7.21782385
O=C(NN=Cc1cc(Cl)ccc1O)C(O)=Nc1ccc(Cl)cc1,-7.588987346
Cc1c(Cl)cccc1NC(=O)C(=O)NN=Cc1cc(Br)ccc1O,-7.619192
Cc1c(Cl)cccc1NC(=O)C(=O)NN=Cc1ccc(O)cc1,-7.445583268
O=C(NN=Cc1cccc(O)c1)C(O)=Nc1ccc(Cl)cc1,-7.529666494
Cc1c(Cl)cccc1NC(=O)C(=O)NN=Cc1cccc(O)c1,-7.723411662
O=C(NN=Cc1ccc(O)cc1)C(O)=Nc1ccc(Cl)cc1,-7.390072012
O=C(NN=Cc1cc(Br)ccc1O)C(O)=Nc1ccc(Cl)cc1,-7.614021834
Oc1ccccc1C=NN1CCN(Cc2cccc3ccccc23)CC1,-6.8708785
CCOc1cc(C=NN2CCN(Cc3cccc4ccccc34)CC2)ccc1O,-6.456448878
Oc1cccc(C=NN2CCN(Cc3cccc4ccccc34)CC2)c1,-6.849925722
Cc1ccc(CN2CCN(N=Cc3cc(Br)ccc3O)CC2)cc1,-7.007479728
Cn1cccc1CC(O)=NN=Cc1cccc(O)c1,-6.902987952
CCOc1cc(C=NN2CCN(c3ccccc3OC)CC2)ccc1O,-6.524749492
COc1ccccc1N1CCN(N=Cc2ccccc2O)CC1,-6.938362772
Oc1ccc(Br)cc1C=NN1CCN(Cc2cccc3ccccc23)CC1,-7.01782006
COc1cc(C=NN2CCN(Cc3cccc4ccccc34)CC2)ccc1O,-6.47495263
Oc1ccc(C=NN2CCN(Cc3cccc4ccccc34)CC2)cc1,-6.585703028
COc1ccccc1N1CCN(N=Cc2cccc(O)c2)CC1,-6.92666187
COc1cc(C=Nn2c(C)nnc2C)ccc1O,-7.516060794
CCOc1cc(C=NN2CCN(Cc3ccc(C)cc3)CC2)ccc1O,-6.44365952
Cc1ccc(CN2CCN(N=Cc3cccc(O)c3)CC2)cc1,-6.83414311
Cc1ccc(CN2CCN(N=Cc3ccccc3O)CC2)cc1,-6.8572728
Cc1ccc(CN2CCN(N=Cc3ccc(O)cc3)CC2)cc1,-6.570736758
Cn1cccc1CC(O)=NN=Cc1cc(Br)ccc1O,-7.082583192
COc1cc(C=NN2CCN(c3ccccc3OC)CC2)ccc1O,-6.543797472
Oc1ccccc1C1=NCCCN1,-7.165850076
Cc1ccc(N=Nc2cc(C(C)(C)C)ccc2O)cc1,-7.135373308
CCCCCCOc1ccc(C2=NCCN2)c(O)c1,-7.071154404
CCCCOc1ccc(C2=NCCN2)c(O)c1,-7.074147658
CCCCCCOc1ccc(C(O)=NN)c(O)c1,-7.205034492
O=C(c1ccccc1)c1ccc(O)c(Cl)c1,-8.14573259
CC(C)(C)c1cc(Cn2ccnc2)ccc1O,-7.47769272
Cc1ccc(C2=NN(c3ccccc3)C(=O)CC2)c(O)c1,-7.122039722
Cc1ccc(O)c(C2=NN(C)C(=O)CC2)c1,-7.157686656
Oc1cc(OCc2ccccc2)ccc1C1=NCCN1,-7.142448272
O=S(=O)(NN=Cc1cc(O)ccc1Cl)c1ccc(Cl)cc1Cl,-7.851033128
CCCCCCCCCCOc1ccc(C(CC)=NO)c(O)c1,-7.022990226
CCCCCCCCCC(=NO)c1cc(CCCCCC)c(OCCCC)cc1O,-6.855095888
CCCCCCOc1ccc(C(=NO)c2ccccc2)c(O)c1,-7.02462291
CCCCCCCCCCCC(O)=Nc1ccccc1O,-7.107345566
OC(=NN=Cc1ccccc1)c1ccccc1O,-7.30081862
CCCCCCCCOc1cc(O)c(C(=O)OC)cc1Cl,-7.5511635
Oc1ccc(Cl)cc1C(=NNc1ccccc1)c1ccccc1,-6.707065872
CCCCCCCCCCCCCCCCOc1ccc(C(C)=NO)c(O)c1,-7.03142576
OCCSc1nc2ccc(N=Cc3ccccc3O)cc2s1,-7.315240662
COc1ccccc1N1CCN(N=Cc2cc(Br)ccc2O)CC1,-7.078773596
O=S(=O)(CCc1ccccc1)N=Cc1cc(Br)ccc1O,-7.999879486
CCC(=NN1CCN(c2ccccc2)CC1)c1ccc(O)cc1,-6.851558406
Oc1cccc(C=NN2CCN(Cc3ccccc3Cl)CC2)c1,-6.925029186
COc1cc(C=NNC2=NCCCCC2)ccc1O,-6.505429398
COc1cc(C=NN=C2N=C(O)C(c3ccccc3)S2)ccc1O,-6.782169336
CCCCOc1ccc(OCC(O)=NN=Cc2cc(Br)ccc2O)cc1,-7.07224286
COc1ccccc1NCC(O)=NN=Cc1ccccc1O,-6.610737516
OC(COc1ccc2ccccc2c1)=NN=Cc1ccccc1O,-7.045575688
COc1cc(C=NN=C(O)COc2ccccc2C)ccc1O,-7.178095206
COc1c(O)cc(C=NN=C(O)CNc2ccc(C)cc2)cc1Br,-6.708698556
CCCCCCCCCCCC(O)=NN=Cc1ccccc1O,-7.469257186
OC(COc1ccc(OCc2ccccc2)cc1)=NN=Cc1ccc(O)cc1,-6.995234598
COc1ccc(C=NN=C(O)CNc2cccc(Cl)c2)cc1O,-7.084215876
COc1cc(C=NN=C(O)CNc2cccc3ccccc23)ccc1O,-6.534545596
COc1c(O)cc(C=NN=C(O)CNc2cccc3ccccc23)cc1Br,-6.579444406
CCOc1ccc(NCC(O)=NN=Cc2ccc(O)c(OC)c2)cc1,-6.40420299
COc1cc(C=NN=C(O)CCC(O)=Nc2cccc(Cl)c2)ccc1O,-7.116597442
COc1ccc(C=NN=C(O)CCC(O)=Nc2cccc(Cl)c2)cc1O,-7.135645422
CCOc1ccc(NCC(O)=NN=Cc2ccc(OC)c(O)c2)cc1,-6.366651258
O=S(=O)(NN=Cc1ccc(O)cc1)c1ccccc1,-7.322043512
O=C(O)C(O)Cc1ccc(O)cc1,-7.675519598
O=C(CCCCl)c1ccc(O)cc1,-8.03824756
O=C(O)C(c1ccc(O)cc1)S(=O)(=O)O,-8.153079668
CCCCc1ccc(OCC(O)=NN=Cc2ccc(O)c(OC)c2)cc1,-7.202585466
COc1cc(C=NNS(=O)(=O)c2ccccc2)ccc1O,-7.096188892
COc1cc(C=NN=C(O)CNc2ccccc2)ccc1O,-6.827884488
CC(O)=NN=Cc1ccc(O)cc1,-7.248028504
CCOc1ccc(NC(=O)CCC(O)=NN=Cc2ccccc2O)cc1,-6.809924964
OC(=NN=Cc1ccc(Cl)c(Cl)c1)c1cc(Br)ccc1O,-7.592796942
COc1cc(C=NN=C(O)CNc2ccc(C)cc2)ccc1O,-6.656180554
COc1cc(OC)c(C=NN=C(O)c2ccccc2O)cc1Br,-6.9661184
COc1ccccc1N=C(O)CCC(O)=NN=Cc1ccccc1O,-7.084215876
Cc1ccc(NCC(O)=NN=Cc2ccccc2O)cc1,-6.769652092
COc1ccc(C=NN=C(O)CNc2ccccc2OC)cc1O,-6.469238236
OC(CCC(O)=Nc1cccc2ccccc12)=NN=Cc1ccccc1O,-6.91305617
OC(CNc1cccc2ccccc12)=NN=Cc1ccccc1O,-6.634955662
COc1ccc(C=NN=C(O)CNc2cccc3ccccc23)cc1O,-6.501619802
COc1ccc(C=NN=C(O)c2ccccc2Br)cc1O,-7.082855306
O=S(=O)(NN=Cc1ccccc1O)c1ccccc1,-7.482318658
OC(CNc1ccccc1)=NN=Cc1ccccc1O,-6.94707042
